stock_id,inv_trust,dealer,foregin_inv,total_inv_overview
2018-05-31 00:00:00,0050,0,"-490,000","247,000","-243,000"
2018-06-01 00:00:00,0050,0,"876,000","56,000","932,000"
2018-06-04 00:00:00,0050,0,"4,160,000","1,801,000","5,961,000"
2018-06-05 00:00:00,0050,"-500,000","1,299,000","-5,895","793,105"
2018-06-06 00:00:00,0050,0,"3,581,000","1,220,000","4,801,000"
2018-06-07 00:00:00,0050,0,"1,936,000","2,744,000","4,680,000"
2018-06-08 00:00:00,0050,0,"-1,470,000","1,960,000","490,000"
2018-06-11 00:00:00,0050,0,"2,026,000","361,000","2,387,000"
2018-06-12 00:00:00,0050,0,"-304,000","492,000","188,000"
2018-06-13 00:00:00,0050,0,"-45,000","2,560,000","2,515,000"
2018-06-14 00:00:00,0050,0,"-1,813,642","-387,000","-2,200,642"
2018-06-15 00:00:00,0050,"-1,100,000","-62,000","-320,000","-1,482,000"
2018-06-19 00:00:00,0050,"-600,000","-2,480,000","-1,031,000","-4,111,000"
2018-06-20 00:00:00,0050,0,"-3,462,000","1,936,000","-1,526,000"
2018-06-21 00:00:00,0050,0,"-488,000","-650,000","-1,138,000"
2018-06-22 00:00:00,0050,"1,100,000","-3,359,000","-1,872,000","-4,131,000"
2018-06-25 00:00:00,0050,0,"-4,326,000","-2,100,000","-6,426,000"
2018-06-26 00:00:00,0050,0,"-3,304,000","-9,268,000","-12,572,000"
2018-06-27 00:00:00,0050,"-1,196,000","-1,014,000","-3,773,000","-5,983,000"
2018-06-28 00:00:00,0050,0,"495,000","-7,472,000","-6,977,000"
2018-06-29 00:00:00,0050,0,"1,918,000","-1,785,000","133,000"
2018-07-02 00:00:00,0050,0,"1,335,000","165,001","1,500,001"
2018-07-03 00:00:00,0050,"-600,000","1,982,000","-928,000","454,000"
2018-07-04 00:00:00,0050,0,"708,000","124,000","832,000"
2018-07-05 00:00:00,0050,0,"123,000","-1,364,000","-1,241,000"
2018-07-06 00:00:00,0050,0,"-320,000","-812,000","-1,132,000"
2018-07-09 00:00:00,0050,0,"2,493,000","3,769,000","6,262,000"
2018-07-10 00:00:00,0050,"2,400,000","-44,000","286,000","2,642,000"
2018-07-11 00:00:00,0050,0,"-1,504,000","224,000","-1,280,000"
2018-07-12 00:00:00,0050,"16,000","2,830,000","3,071,000","5,917,000"
2018-07-13 00:00:00,0050,0,"6,368,000","2,983,895","9,351,895"
2018-07-16 00:00:00,0050,"24,000","2,075,000","1,247,000","3,346,000"
2018-07-17 00:00:00,0050,0,"615,000","-88,000","527,000"
2018-07-18 00:00:00,0050,0,"-2,784,000","7,736,000","4,952,000"
2018-07-19 00:00:00,0050,0,"2,663,000","5,697,000","8,360,000"
2018-07-20 00:00:00,0050,0,"1,129,000","12,558,000","13,687,000"
2018-07-23 00:00:00,0050,0,"-921,000","6,176,000","5,255,000"
2018-07-24 00:00:00,0050,0,"1,836,000","2,459,000","4,295,000"
2018-07-25 00:00:00,0050,0,"-956,000","5,270,000","4,314,000"
2018-07-26 00:00:00,0050,0,"-1,183,000","7,125,000","5,942,000"
2018-07-27 00:00:00,0050,0,"1,312,000","3,133,000","4,445,000"
2018-07-30 00:00:00,0050,"-30,000","512,000","1,566,940","2,048,940"
2018-07-31 00:00:00,0050,"-265,000","1,152,000","631,000","1,518,000"
2018-08-01 00:00:00,0050,0,"632,000","1,986,000","2,618,000"
2018-08-02 00:00:00,0050,0,"-713,000","1,908,840","1,195,840"
2018-08-03 00:00:00,0050,0,"320,000","233,000","553,000"
2018-08-06 00:00:00,0050,0,"-445,000","242,000","-203,000"
2018-08-07 00:00:00,0050,0,"-615,445","154,000","-461,445"
2018-08-08 00:00:00,0050,0,"-119,000","1,857,000","1,738,000"
2018-08-09 00:00:00,0050,"-10,000","-721,000","283,000","-448,000"
2018-08-10 00:00:00,0050,0,"-611,000","159,000","-452,000"
2018-08-13 00:00:00,0050,0,"-2,202,000","-2,033,000","-4,235,000"
2018-08-14 00:00:00,0050,0,"836,000","286,000","1,122,000"
2018-08-15 00:00:00,0050,0,"-964,000","-770,000","-1,734,000"
2018-08-16 00:00:00,0050,0,"-2,618,000","-725,000","-3,343,000"
2018-08-17 00:00:00,0050,0,"-2,420,000","-978,000","-3,398,000"
2018-08-20 00:00:00,0050,0,"-2,039,000","-561,000","-2,600,000"
2018-08-21 00:00:00,0050,"1,100,000","-731,000","-2,055,000","-1,686,000"
2018-08-22 00:00:00,0050,"100,000","-2,113,000","414,000","-1,599,000"
2018-08-23 00:00:00,0050,0,"-61,000","973,000","912,000"
2018-08-24 00:00:00,0050,"200,000","-1,290,000","502,000","-588,000"
2018-08-27 00:00:00,0050,0,"-161,000","2,872,000","2,711,000"
2018-08-28 00:00:00,0050,0,"434,000","5,212,000","5,646,000"
2018-08-29 00:00:00,0050,"35,000","723,000","8,116,260","8,874,260"
2018-08-30 00:00:00,0050,"-200,000","1,334,000","3,080,000","4,214,000"
2018-08-31 00:00:00,0050,0,"51,000","103,000","154,000"
2018-09-03 00:00:00,0050,0,"445,000","-308,280","136,720"
2018-09-04 00:00:00,0050,"-570,000","329,000","869,000","628,000"
2018-09-05 00:00:00,0050,0,"334,000","208,000","542,000"
2018-09-06 00:00:00,0050,0,"-223,000","-222,990","-445,990"
2018-09-07 00:00:00,0050,"150,000","-897,000","-404,000","-1,151,000"
2018-09-10 00:00:00,0050,0,"-2,745,000","-1,479,000","-4,224,000"
2018-09-11 00:00:00,0050,0,"-6,191,000","-11,651,990","-17,842,990"
2018-09-12 00:00:00,0050,"645,000","-328,000","-15,725,817","-15,408,817"
2018-09-13 00:00:00,0050,"20,000","-637,000","-18,121,000","-18,738,000"
2018-09-14 00:00:00,0050,"280,000","736,087","-2,055,000","-1,038,913"
2018-09-17 00:00:00,0050,0,"1,152,000","-6,457,000","-5,305,000"
2018-09-18 00:00:00,0050,0,"889,000","-3,076,000","-2,187,000"
2018-09-19 00:00:00,0050,"30,000","-724,000","2,368,000","1,674,000"
2018-09-20 00:00:00,0050,"200,000","456,000","-1,329,000","-673,000"
2018-09-21 00:00:00,0050,"150,000","2,803,000","2,579,000","5,532,000"
2018-09-25 00:00:00,0050,0,"843,000","4,878,000","5,721,000"
2018-09-26 00:00:00,0050,0,"348,000","5,439,000","5,787,000"
2018-09-27 00:00:00,0050,0,"-243,000","23,442,000","23,199,000"
2018-09-28 00:00:00,0050,"-70,000","2,413,000","6,660,000","9,003,000"
2018-10-01 00:00:00,0050,0,"204,000","4,779,030","4,983,030"
2018-10-02 00:00:00,0050,"-22,000","-568,000","-223,890","-813,890"
2018-10-03 00:00:00,0050,"-725,000","236,000","1,609,000","1,120,000"
2018-10-04 00:00:00,0050,"-550,000","-2,392,000","-4,049,000","-6,991,000"
2018-10-05 00:00:00,0050,"40,000","1,217,000","-19,567,000","-18,310,000"
2018-10-08 00:00:00,0050,"-28,000","-3,400,000","-38,831,000","-42,259,000"
2018-10-09 00:00:00,0050,"100,000","-192,000","-16,091,000","-16,183,000"
2018-10-11 00:00:00,0050,"250,000","-2,482,000","-48,003,000","-50,235,000"
2018-10-12 00:00:00,0050,"-1,500,000","-1,535,000","-5,189,000","-8,224,000"
2018-10-15 00:00:00,0050,0,"-2,729,996","-41,514,000","-44,243,996"
2018-10-16 00:00:00,0050,0,"575,000","-11,625,000","-11,050,000"
2018-10-17 00:00:00,0050,"1,500,000","5,018,427","-8,887,900","-2,369,473"
2018-10-18 00:00:00,0050,"9,000","255,000","-4,212,900","-3,948,900"
2018-10-19 00:00:00,0050,0,"2,328,000","-4,990,000","-2,662,000"
2018-10-22 00:00:00,0050,0,"-61,000","-6,121,950","-6,182,950"
2018-10-23 00:00:00,0050,0,"-4,080,000","-16,464,950","-20,544,950"
2018-10-24 00:00:00,0050,"-2,230,000","579,000","-2,260,000","-3,911,000"
2018-10-25 00:00:00,0050,0,"-5,851,000","-15,814,000","-21,665,000"
2018-10-26 00:00:00,0050,"-350,000","-2,075,552","-8,315,000","-10,740,552"
2018-10-29 00:00:00,0050,0,"-2,056,998","-3,073,110","-5,130,108"
2018-10-30 00:00:00,0050,"100,000","-128,000","-1,749,000","-1,777,000"
2018-10-31 00:00:00,0050,0,"159,000","-1,928,000","-1,769,000"
2018-11-01 00:00:00,0050,0,"267,000","642,000","909,000"
2018-11-02 00:00:00,0050,0,"216,000","22,000","238,000"
2018-11-05 00:00:00,0050,0,"-305,000","-143,000","-448,000"
2018-11-06 00:00:00,0050,0,"-1,528,000","-1,251,000","-2,779,000"
2018-11-07 00:00:00,0050,0,"3,108,000","-452,000","2,656,000"
2018-11-08 00:00:00,0050,"875,000","-329,000","795,000","1,341,000"
2018-11-09 00:00:00,0050,"1,125,000","-9,916,000","-23,286,000","-32,077,000"
2018-11-12 00:00:00,0050,"1,130,000","-86,000","-904,000","140,000"
2018-11-13 00:00:00,0050,"-310,000","-481,000","-4,633,000","-5,424,000"
2018-11-14 00:00:00,0050,"-1,130,000","-383,000","-2,302,000","-3,815,000"
2018-11-15 00:00:00,0050,"-1,100,000","-969,000","-1,720,000","-3,789,000"
2018-11-16 00:00:00,0050,0,"-1,655,000","-4,811,000","-6,466,000"
2018-11-19 00:00:00,0050,0,"-2,630,000","-2,633,000","-5,263,000"
2018-11-20 00:00:00,0050,"-600,000","-3,326,000","-2,759,000","-6,685,000"
2018-11-21 00:00:00,0050,"-1,100,000","-5,354,000","-1,502,970","-7,956,970"
2018-11-22 00:00:00,0050,0,"-331,000","-4,397,900","-4,728,900"
2018-11-23 00:00:00,0050,0,"-51,000","-928,000","-979,000"
2018-11-26 00:00:00,0050,0,"996,000","68,000","1,064,000"
2018-11-27 00:00:00,0050,0,"209,000","-4,954,000","-4,745,000"
2018-11-28 00:00:00,0050,0,"327,000","-89,000","238,000"
2018-11-29 00:00:00,0050,"217,000","-643,000","-1,588,000","-2,014,000"
2018-11-30 00:00:00,0050,"1,143,000","-539,000","-915,000","-311,000"
2018-12-03 00:00:00,0050,"1,208,000","2,396,000","4,380,553","7,984,553"
2018-12-04 00:00:00,0050,"1,075,000","-14,000","-246,000","815,000"
2018-12-05 00:00:00,0050,0,"-3,016,000","-2,710,500","-5,726,500"
2018-12-06 00:00:00,0050,0,"-4,672,000","-12,979,000","-17,651,000"
2018-12-07 00:00:00,0050,"-2,171,000","6,000","-1,135,740","-3,300,740"
2018-12-10 00:00:00,0050,"-1,157,000","-3,826,002","-6,075,000","-11,058,002"
2018-12-11 00:00:00,0050,0,"333,000","-3,173,000","-2,840,000"
2018-12-12 00:00:00,0050,0,"-1,472,463","801,000","-671,463"
2018-12-13 00:00:00,0050,"10,000","-863,000","-987,000","-1,840,000"
2018-12-14 00:00:00,0050,0,"-1,553,000","-3,964,053","-5,517,053"
2018-12-17 00:00:00,0050,0,"-800,000","-329,000","-1,129,000"
2018-12-19 00:00:00,0050,0,"418,000","2,977,000","3,395,000"
2018-12-20 00:00:00,0050,0,"-1,459,000","-5,454,001","-6,913,001"
2018-12-21 00:00:00,0050,0,"-3,032,000","-2,995,400","-6,027,400"
2018-12-22 00:00:00,0050,"-10,000","-560,000","-1,171,000","-1,741,000"
2018-12-24 00:00:00,0050,"-10,000","23,000","-4,728,000","-4,715,000"
2018-12-25 00:00:00,0050,"-68,000","-1,616,000","-8,463,000","-10,147,000"
2018-12-26 00:00:00,0050,0,"-19,000","-6,535,000","-6,554,000"
2018-12-27 00:00:00,0050,"1,153,000","2,033,000","-2,955,400","230,600"
2018-12-28 00:00:00,0050,0,"1,368,000","88,600","1,456,600"
2019-01-02 00:00:00,0050,0,"-1,391,000","-4,290,000","-5,681,000"
2019-01-03 00:00:00,0050,"300,000","-2,434,000","-7,420,000","-9,554,000"
2019-01-04 00:00:00,0050,"-10,000","-2,988,000","-10,745,000","-13,743,000"
2019-01-07 00:00:00,0050,0,"-3,625,000","-801,000","-4,426,000"
2019-01-08 00:00:00,0050,0,"331,000","-6,516,000","-6,185,000"
2019-01-09 00:00:00,0050,0,"6,177,000","327,000","6,504,000"
2019-01-10 00:00:00,0050,0,"400,000","-182,000","218,000"
2019-01-11 00:00:00,0050,0,"3,648,000","4,489,050","8,137,050"
2019-01-14 00:00:00,0050,"-3,000","85,000","1,233,000","1,315,000"
2019-01-15 00:00:00,0050,"-1,200,000","4,527,000","2,262,000","5,589,000"
2019-01-18 00:00:00,0050,"19,000","1,295,000","2,800,000","4,114,000"
2019-01-21 00:00:00,0050,"10,000","1,730,000","1,772,999","3,512,999"
2019-01-22 00:00:00,0050,"-507,000","-5,714,000","-718,000","-6,939,000"
2019-01-23 00:00:00,0050,"-415,000","-505,000","-712,000","-1,632,000"
2019-01-24 00:00:00,0050,0,"-208,000","-421,000","-629,000"
2019-01-25 00:00:00,0050,"-5,000","4,277,000","882,000","5,154,000"
2019-01-28 00:00:00,0050,0,"337,000","361,200","698,200"
2019-01-29 00:00:00,0050,"-10,000","-934,000","-507,000","-1,451,000"
2019-01-30 00:00:00,0050,"-20,000","-2,186,000","-80,000","-2,286,000"
2019-02-11 00:00:00,0050,0,"3,392,000","198,000","3,590,000"
2019-02-12 00:00:00,0050,0,"2,980,000","1,043,000","4,023,000"
2019-02-13 00:00:00,0050,0,"244,000","536,000","780,000"
2019-02-14 00:00:00,0050,0,"117,000","119,000","236,000"
2019-02-15 00:00:00,0050,0,"-61,000","-221,000","-282,000"
2019-02-18 00:00:00,0050,0,"3,573,000","1,353,000","4,926,000"
2019-02-19 00:00:00,0050,0,"686,000","-326,000","360,000"
2019-02-20 00:00:00,0050,0,"5,067,000","20,564,999","25,631,999"
2019-02-21 00:00:00,0050,0,"-1,669,006","15,630,000","13,960,994"
2019-02-22 00:00:00,0050,0,"1,978,000","6,094,000","8,072,000"
2019-02-25 00:00:00,0050,"500,000","-188,000","14,622,000","14,934,000"
2019-02-26 00:00:00,0050,"-106,000","797,000","11,777,500","12,468,500"
2019-02-27 00:00:00,0050,0,"-748,000","9,697,000","8,949,000"
2019-03-04 00:00:00,0050,0,"-965,950","16,000","-949,950"
2019-03-05 00:00:00,0050,0,"373,317","6,246,000","6,619,317"
2019-03-06 00:00:00,0050,"-430,000","-3,041,000","16,403,000","12,932,000"
2019-03-07 00:00:00,0050,0,"2,271,000","11,590,000","13,861,000"
2019-03-08 00:00:00,0050,0,"575,000","2,551,000","3,126,000"
2019-03-11 00:00:00,0050,0,"-812,932","816,000","3,068"
2019-03-12 00:00:00,0050,0,"1,413,000","10,200,000","11,613,000"
2019-03-13 00:00:00,0050,0,"284,000","6,941,000","7,225,000"
2019-03-14 00:00:00,0050,0,"-523,000","2,534,200","2,011,200"
2019-03-15 00:00:00,0050,0,"3,318,000","7,058,000","10,376,000"
2019-03-18 00:00:00,0050,0,"102,000","8,657,025","8,759,025"
2019-03-19 00:00:00,0050,"-39,000","-2,052,000","7,137,000","5,046,000"
2019-03-20 00:00:00,0050,"-140,000","-5,784,000","9,381,000","3,457,000"
2019-03-21 00:00:00,0050,"-100,000","-287,000","9,394,000","9,007,000"
2019-03-22 00:00:00,0050,0,"25,000","4,299,000","4,324,000"
2019-03-25 00:00:00,0050,0,"-2,485,000","1,208,000","-1,277,000"
2019-03-26 00:00:00,0050,0,"566,000","206,000","772,000"
2019-03-27 00:00:00,0050,0,"-329,000","472,300","143,300"
2019-03-28 00:00:00,0050,0,"-905,000","2,169,000","1,264,000"
2019-03-29 00:00:00,0050,0,"1,635,000","919,350","2,554,350"
2019-04-01 00:00:00,0050,0,"-544,000","7,215,000","6,671,000"
2019-04-02 00:00:00,0050,"1,000,000","-750,000","2,143,350","2,393,350"
2019-04-03 00:00:00,0050,0,"-374,330","4,004,000","3,629,670"
2019-04-08 00:00:00,0050,0,"1,072,000","4,183,000","5,255,000"
2019-04-09 00:00:00,0050,0,"2,122,000","9,940,000","12,062,000"
2019-04-10 00:00:00,0050,0,"253,000","8,257,000","8,510,000"
2019-04-11 00:00:00,0050,"500,000","-1,107,000","3,223,000","2,616,000"
2019-04-12 00:00:00,0050,"860,000","-40,000","4,067,000","4,887,000"
2019-04-15 00:00:00,0050,0,"-83,000","4,882,000","4,799,000"
2019-04-16 00:00:00,0050,"1,140,000","-351,000","3,188,000","3,977,000"
2019-04-17 00:00:00,0050,0,"960,000","14,167,000","15,127,000"
2019-04-18 00:00:00,0050,"-17,000","4,446,000","11,311,000","15,740,000"
2019-04-22 00:00:00,0050,0,"-736,000","569,000","-167,000"
2019-04-23 00:00:00,0050,0,"-1,484,000","4,246,000","2,762,000"
2019-04-24 00:00:00,0050,0,"-762,004","891,000","128,996"
2019-04-25 00:00:00,0050,0,"718,000","1,259,100","1,977,100"
2019-04-26 00:00:00,0050,0,"-1,385,000","169,820","-1,215,180"
2019-04-29 00:00:00,0050,0,"-145,000","1,206,000","1,061,000"
2019-04-30 00:00:00,0050,0,"-465,000","498,000","33,000"
2019-05-02 00:00:00,0050,"-600,000","-267,000","2,247,012","1,380,012"
2019-05-03 00:00:00,0050,0,"5,213,326","22,012,000","27,225,326"
2019-05-06 00:00:00,0050,0,"-2,244,000","-196,001","-2,440,001"
2019-05-07 00:00:00,0050,0,"6,147,000","3,918,000","10,065,000"
2019-05-08 00:00:00,0050,"-31,000","1,752,000","6,536,000","8,257,000"
2019-05-09 00:00:00,0050,0,"-2,731,000","-660,000","-3,391,000"
2019-05-10 00:00:00,0050,"-700,000","-2,853,000","130,000","-3,423,000"
2019-05-13 00:00:00,0050,0,"-4,615,000","-10,161,000","-14,776,000"
2019-05-14 00:00:00,0050,"-15,000","-595,000","-13,092,000","-13,702,000"
2019-05-15 00:00:00,0050,0,"811,000","-13,180,989","-12,369,989"
2019-05-16 00:00:00,0050,0,"-1,832,000","-11,413,499","-13,245,499"
2019-05-17 00:00:00,0050,0,"-1,365,000","-18,398,000","-19,763,000"
2019-05-20 00:00:00,0050,0,"597,000","-9,554,000","-8,957,000"
2019-05-21 00:00:00,0050,0,"1,341,000","-9,665,000","-8,324,000"
2019-05-22 00:00:00,0050,0,"-617,998","-7,110,000","-7,727,998"
2019-05-23 00:00:00,0050,0,"-4,041,000","-15,651,000","-19,692,000"
2019-05-24 00:00:00,0050,0,"-930,000","-2,756,000","-3,686,000"
2019-05-27 00:00:00,0050,0,"-2,789,000","-5,616,000","-8,405,000"
2019-05-28 00:00:00,0050,"-1,400,000","663,000","-5,775,900","-6,512,900"
2019-05-29 00:00:00,0050,"-800,000","-1,312,000","-4,541,900","-6,653,900"
2019-05-30 00:00:00,0050,0,"-2,188,000","-2,457,000","-4,645,000"
2019-05-31 00:00:00,0050,0,"918,000","-250,700","667,300"
2019-06-03 00:00:00,0050,0,"700,000","-4,989","695,011"
2019-06-04 00:00:00,0050,"500,000","87,000","-2,032,913","-1,445,913"
2019-06-05 00:00:00,0050,"1,200,000","-516,000","-2,149,989","-1,465,989"
2019-06-06 00:00:00,0050,0,"-558,000","-2,065,999","-2,623,999"
2019-06-10 00:00:00,0050,0,"4,339,000","-64,000","4,275,000"
2019-06-11 00:00:00,0050,"1,059,000","3,467,000","2,808,000","7,334,000"
2019-06-12 00:00:00,0050,"1,440,000","-76,000","4,745,125","6,109,125"
2019-06-13 00:00:00,0050,"1,200,000","-2,487,000","-286,623","-1,573,623"
2019-06-14 00:00:00,0050,"1,150,000","-576,000","-44,000","530,000"
2019-06-17 00:00:00,0050,"144,000","1,835,000","-53,489","1,925,511"
2019-06-18 00:00:00,0050,"50,000","716,000","-123,999","642,001"
2019-06-19 00:00:00,0050,0,"4,549,000","9,633,000","14,182,000"
2019-06-20 00:00:00,0050,0,"-440,000","3,853,100","3,413,100"
2019-06-21 00:00:00,0050,0,"-2,619,000","11,726,000","9,107,000"
2019-06-24 00:00:00,0050,0,"-3,458,000","13,855,000","10,397,000"
2019-06-25 00:00:00,0050,"25,000","-2,131,000","6,526,012","4,420,012"
2019-06-26 00:00:00,0050,0,"-2,325,000","1,172,000","-1,153,000"
2019-06-27 00:00:00,0050,"20,000","-1,543,000","12,070,000","10,547,000"
2019-06-28 00:00:00,0050,0,"288,000","793,000","1,081,000"
2019-07-01 00:00:00,0050,"45,000","5,090,000","5,968,000","11,103,000"
2019-07-02 00:00:00,0050,"-850,000","1,366,000","2,133,000","2,649,000"
2019-07-03 00:00:00,0050,"-550,000","821,000","-1,093,989","-822,989"
2019-07-04 00:00:00,0050,0,"194,000","3,112,126","3,306,126"
2019-07-05 00:00:00,0050,0,"265,000","55,011","320,011"
2019-07-08 00:00:00,0050,"25,000","-704,000","378,001","-300,999"
2019-07-09 00:00:00,0050,"30,000","-357,000","2,490,000","2,163,000"
2019-07-10 00:00:00,0050,0,"3,040,000","-46,636","2,993,364"
2019-07-11 00:00:00,0050,"-1,280,000","5,172,000","3,344,000","7,236,000"
2019-07-12 00:00:00,0050,"-335,000","129,000","642,061","436,061"
2019-07-15 00:00:00,0050,"-211,000","550,000","6,129,010","6,468,010"
2019-07-16 00:00:00,0050,"-75,000","1,328,000","2,260,216","3,513,216"
2019-07-17 00:00:00,0050,"-170,000","-2,022,000","4,781,000","2,589,000"
2019-07-18 00:00:00,0050,"-88,000","1,308,907","2,764,000","3,984,907"
2019-07-19 00:00:00,0050,"-170,000","-1,287,000","8,024,000","6,567,000"
2019-07-22 00:00:00,0050,0,"-631,000","6,450,500","5,819,500"
2019-07-23 00:00:00,0050,"-35,000","771,000","3,125,000","3,861,000"
2019-07-24 00:00:00,0050,"-75,000","457,000","1,861,000","2,243,000"
2019-07-25 00:00:00,0050,0,"-130,000","3,326,011","3,196,011"
2019-07-26 00:00:00,0050,"-90,000","-857,000","230,000","-717,000"
2019-07-29 00:00:00,0050,"-80,000","-795,000","371,000","-504,000"
2019-07-30 00:00:00,0050,"110,000","-69,000","238,000","279,000"
2019-07-31 00:00:00,0050,"-20,000","-123,000","247,000","104,000"
2019-08-01 00:00:00,0050,"-5,000","-801,000","-327,100","-1,133,100"
2019-08-02 00:00:00,0050,"92,000","-4,401,000","-6,452,000","-10,761,000"
2019-08-05 00:00:00,0050,0,"-2,265,000","-13,431,978","-15,696,978"
2019-08-06 00:00:00,0050,"25,000","-1,495,000","-13,162,998","-14,632,998"
2019-08-07 00:00:00,0050,"67,000","-814,000","-10,481,000","-11,228,000"
2019-08-08 00:00:00,0050,"75,000","398,000","80,000","553,000"
2019-08-12 00:00:00,0050,"46,000","-210,000","-940,730","-1,104,730"
2019-08-13 00:00:00,0050,"125,000","-2,749,000","-3,115,900","-5,739,900"
2019-08-14 00:00:00,0050,"50,000","-983,000","-1,437,000","-2,370,000"
2019-08-15 00:00:00,0050,"5,000","-2,399,000","-10,057,789","-12,451,789"
2019-08-16 00:00:00,0050,0,"-1,329,000","1,510,001","181,001"
2019-08-19 00:00:00,0050,0,"-260,000","2,384,000","2,124,000"
2019-08-20 00:00:00,0050,"75,000","1,242,000","-424,000","893,000"
2019-08-21 00:00:00,0050,"207,000","-835,000","4,235,000","3,607,000"
2019-08-22 00:00:00,0050,0,"483,000","5,069,000","5,552,000"
2019-08-23 00:00:00,0050,"163,000","381,000","1,458,000","2,002,000"
2019-08-26 00:00:00,0050,"330,000","-1,334,000","-5,871,000","-6,875,000"
2019-08-27 00:00:00,0050,"25,000","-63,000","-1,024,000","-1,062,000"
2019-08-28 00:00:00,0050,0,"834,000","-6,988","827,012"
2019-08-29 00:00:00,0050,"80,000","-105,000","179,000","154,000"
2019-08-30 00:00:00,0050,"300,000","-747,000","13,799,000","13,352,000"
2019-09-02 00:00:00,0050,"30,000","39,000","2,610,000","2,679,000"
2019-09-03 00:00:00,0050,"35,000","40,000","2,876,886","2,951,886"
2019-09-04 00:00:00,0050,0,"330,000","9,153,001","9,483,001"
2019-09-05 00:00:00,0050,0,"-3,489,000","20,982,011","17,493,011"
2019-09-06 00:00:00,0050,"-90,000","-1,954,000","11,839,000","9,795,000"
2019-09-09 00:00:00,0050,"-80,000","-2,099,000","10,901,000","8,722,000"
2019-09-10 00:00:00,0050,"410,000","-111,000","2,723,781","3,022,781"
2019-09-11 00:00:00,0050,"202,000","315,434","1,255,000","1,772,434"
2019-09-12 00:00:00,0050,0,"-1,055,000","6,926,000","5,871,000"
2019-09-16 00:00:00,0050,0,"-1,338,000","7,830,069","6,492,069"
2019-09-17 00:00:00,0050,0,"-1,614,000","3,706,001","2,092,001"
2019-09-18 00:00:00,0050,"-20,000","-6,126,000","12,986,000","6,840,000"
2019-09-19 00:00:00,0050,0,"-868,000","2,557,500","1,689,500"
2019-09-20 00:00:00,0050,"-445,000","-1,341,000","5,618,000","3,832,000"
2019-09-23 00:00:00,0050,"-45,000","-613,000","806,000","148,000"
2019-09-24 00:00:00,0050,"-600,000","1,257,000","403,000","1,060,000"
2019-09-25 00:00:00,0050,0,"1,332,000","-93,989","1,238,011"
2019-09-26 00:00:00,0050,0,"-189,000","-8,000","-197,000"
2019-09-27 00:00:00,0050,0,"-362,000","1,224,000","862,000"
2019-10-01 00:00:00,0050,0,"554,000","5,368,000","5,922,000"
2019-10-02 00:00:00,0050,"115,000","608,000","-253,000","470,000"
2019-10-03 00:00:00,0050,"-20,000","664,000","-848,990","-204,990"
2019-10-04 00:00:00,0050,"280,000","-1,238,000","2,212,804","1,254,804"
2019-10-07 00:00:00,0050,0,"479,000","1,760,000","2,239,000"
2019-10-08 00:00:00,0050,"30,000","2,396,000","7,521,000","9,947,000"
2019-10-09 00:00:00,0050,"-440,000","-4,923,000","5,235,000","-128,000"
2019-10-14 00:00:00,0050,0,"-1,127,000","6,820,000","5,693,000"
2019-10-15 00:00:00,0050,0,"391,000","2,279,000","2,670,000"
2019-10-16 00:00:00,0050,"47,000","359,000","1,263,156","1,669,156"
2019-10-17 00:00:00,0050,"-90,000","298,000","1,191,205","1,399,205"
2019-10-18 00:00:00,0050,"13,000","28,000","633,000","674,000"
2019-10-21 00:00:00,0050,0,"110,000","6,780","116,780"
2019-10-22 00:00:00,0050,0,"196,000","1,384,000","1,580,000"
2019-10-23 00:00:00,0050,0,"-183,000","371,000","188,000"
2019-10-24 00:00:00,0050,0,"393,000","-74,000","319,000"
2019-10-25 00:00:00,0050,0,"4,016,000","60,030","4,076,030"
2019-10-28 00:00:00,0050,"54,000","-165,000","988,003","877,003"
2019-10-29 00:00:00,0050,"30,000","-1,712,000","2,334,170","652,170"
2019-10-30 00:00:00,0050,0,"-1,946,000","3,563,500","1,617,500"
2019-10-31 00:00:00,0050,0,"-3,693,000","4,811,000","1,118,000"
2019-11-01 00:00:00,0050,"-50,000","519,000","271,000","740,000"
2019-11-04 00:00:00,0050,"45,000","-362,000","4,237,010","3,920,010"
2019-11-05 00:00:00,0050,"1,200,000","380,202","-876,061","704,141"
2019-11-06 00:00:00,0050,"800,000","489,000","-954,000","335,000"
2019-11-07 00:00:00,0050,0,"156,000","-444,000","-288,000"
2019-11-08 00:00:00,0050,"800,000","-351,800","81,000","529,200"
2019-11-11 00:00:00,0050,"400,000","705,000","-463,196","641,804"
2019-11-12 00:00:00,0050,0,"404,000","-468,069","-64,069"
2019-11-13 00:00:00,0050,0,"-44,000","-276,000","-320,000"
2019-11-14 00:00:00,0050,0,"83,000","22,000","105,000"
2019-11-15 00:00:00,0050,"-210,000","263,000","-58,700","-5,700"
2019-11-18 00:00:00,0050,"400,000","-373,800","-116,947","-90,747"
2019-11-19 00:00:00,0050,"105,000","614,000","203,140","922,140"
2019-11-20 00:00:00,0050,"-68,000","6,131,000","-6,065,000","-2,000"
2019-11-21 00:00:00,0050,"46,000","-198,000","-437,820","-589,820"
2019-11-22 00:00:00,0050,"28,000","-172,000","-67,850","-211,850"
2019-11-25 00:00:00,0050,0,"182,000","-1,055,000","-873,000"
2019-11-26 00:00:00,0050,0,"1,707,000","-2,458,000","-751,000"
2019-11-27 00:00:00,0050,"32,000","-106,000","-1,021,000","-1,095,000"
