date,adj_close,close,high,low,open,volume
2016-08-17,0.72,0.79,0.79,0.68,0.68,14000
2019-07-15,3.53,NULL,NULL,NULL,NULL,0
2019-07-16,3.61,NULL,NULL,NULL,NULL,0
2019-07-17,3.28,3.32,3.32,3.32,3.32,2000
2019-07-18,3.22,NULL,NULL,NULL,NULL,0
2019-07-19,3.25,3.37,3.37,3.37,3.37,2000
2019-07-22,3.45,NULL,NULL,NULL,NULL,0
2019-07-23,3.45,NULL,NULL,NULL,NULL,0
2019-07-24,3.52,3.53,3.53,3.53,3.53,5000
2019-07-25,3.82,3.59,3.59,3.59,3.59,5000
2019-07-26,3.47,3.44,3.44,3.44,3.44,5000
2019-07-29,3.31,3.31,3.31,3.31,3.31,5000
2019-07-30,3.07,NULL,NULL,NULL,NULL,0
2019-07-31,3.36,NULL,NULL,NULL,NULL,0
2019-08-01,3.36,NULL,NULL,NULL,NULL,0
2019-08-02,2.36,NULL,NULL,NULL,NULL,0
2019-08-05,2.31,2.32,2.34,2.22,2.22,463000
2019-08-06,2.32,2.32,2.32,1.87,1.87,458000
2019-08-07,2.21,2.29,2.29,2.29,2.29,5000
2019-08-08,2.23,NULL,NULL,NULL,NULL,0
2019-08-12,2.20,NULL,NULL,NULL,NULL,0
2019-08-13,1.96,NULL,NULL,NULL,NULL,0
2019-08-14,2.26,NULL,NULL,NULL,NULL,0
2019-08-15,1.80,NULL,NULL,NULL,NULL,0
2019-08-16,1.84,NULL,NULL,NULL,NULL,0
2019-08-19,1.62,NULL,NULL,NULL,NULL,0
2019-08-20,1.78,NULL,NULL,NULL,NULL,0
2019-08-21,1.82,NULL,NULL,NULL,NULL,0
2019-08-22,2.05,NULL,NULL,NULL,NULL,0
2019-08-23,1.97,NULL,NULL,NULL,NULL,0
2019-08-26,1.64,NULL,NULL,NULL,NULL,0
2019-08-27,1.64,NULL,NULL,NULL,NULL,0
2019-08-28,1.76,NULL,NULL,NULL,NULL,0
2019-08-29,1.76,NULL,NULL,NULL,NULL,0
2019-08-30,1.82,NULL,NULL,NULL,NULL,0
2019-09-02,1.83,NULL,NULL,NULL,NULL,0
2019-09-03,1.99,NULL,NULL,NULL,NULL,0
2019-09-04,2.02,NULL,NULL,NULL,NULL,0
2019-09-05,2.11,NULL,NULL,NULL,NULL,0
2019-09-06,2.07,NULL,NULL,NULL,NULL,0
2019-09-09,1.98,NULL,NULL,NULL,NULL,0
2019-09-10,1.48,NULL,NULL,NULL,NULL,0
2019-09-11,1.74,NULL,NULL,NULL,NULL,0
2019-09-12,1.96,NULL,NULL,NULL,NULL,0
2019-09-16,1.94,NULL,NULL,NULL,NULL,0
2019-09-17,1.88,NULL,NULL,NULL,NULL,0
2019-09-18,2.55,NULL,NULL,NULL,NULL,0
2019-09-19,2.75,NULL,NULL,NULL,NULL,0
2019-09-20,2.73,NULL,NULL,NULL,NULL,0
2019-09-23,2.71,NULL,NULL,NULL,NULL,0
2019-09-24,2.55,NULL,NULL,NULL,NULL,0
2019-09-25,2.50,NULL,NULL,NULL,NULL,0
2019-09-26,2.91,NULL,NULL,NULL,NULL,0
2019-09-27,3.12,NULL,NULL,NULL,NULL,0
2019-10-01,3.34,NULL,NULL,NULL,NULL,0
2019-10-02,3.39,NULL,NULL,NULL,NULL,0
2019-10-03,3.23,NULL,NULL,NULL,NULL,0
2019-10-04,3.22,NULL,NULL,NULL,NULL,0
2019-10-07,3.04,3.12,3.12,3.12,3.12,10000
2019-10-08,3.00,3.16,3.16,3.16,3.16,10000
2019-10-09,2.95,NULL,NULL,NULL,NULL,0
2019-10-14,2.91,NULL,NULL,NULL,NULL,0
2019-10-15,2.97,NULL,NULL,NULL,NULL,0
2019-10-16,2.55,NULL,NULL,NULL,NULL,0
2019-10-17,2.61,NULL,NULL,NULL,NULL,0
2019-10-18,2.28,NULL,NULL,NULL,NULL,0
2019-10-21,2.41,2.29,2.29,2.29,2.29,28000
2019-10-22,2.41,2.46,2.51,2.40,2.51,44000
2019-10-23,2.15,2.31,2.31,2.31,2.31,16000
2019-10-24,2.50,2.05,2.18,2.05,2.18,13000
2019-10-25,2.26,2.29,2.29,2.29,2.29,13000
2019-10-28,2.16,2.33,2.33,2.33,2.33,20000
2019-10-29,2.12,2.08,2.20,2.08,2.20,35000
2019-10-30,2.01,2.02,2.07,2.01,2.01,37000
2019-10-31,2.50,2.64,2.64,2.19,2.19,62000
2019-11-01,2.49,2.49,2.56,2.49,2.56,34000
2019-11-04,2.79,2.82,2.82,2.74,2.77,41000
2019-11-05,2.89,2.90,3.06,2.78,3.02,93000
2019-11-06,3.23,3.21,3.30,3.04,3.08,92000
2019-11-07,3.05,3.07,3.18,2.92,3.18,35000
2019-11-08,3.39,3.40,3.48,3.20,3.48,24000
2019-11-11,2.85,3.03,3.23,3.03,3.23,15000
2019-11-12,2.64,2.57,2.76,2.57,2.76,11000
2019-11-13,2.57,2.68,2.68,2.67,2.67,15000
2019-11-14,2.28,2.35,2.58,2.35,2.58,50000
2019-11-15,2.36,2.46,2.46,2.46,2.46,35000
2019-11-18,2.31,NULL,NULL,NULL,NULL,0
2019-11-19,2.29,2.32,2.42,2.32,2.42,84000
2019-11-20,1.97,2.02,2.41,2.02,2.31,141000
2019-11-21,1.60,1.63,1.71,1.61,1.71,72000
2019-11-22,1.67,1.61,1.66,1.61,1.66,20000
2019-11-25,1.97,1.99,2.04,1.81,1.81,63000
2019-11-26,1.96,2.05,2.15,2.05,2.15,33000
2019-11-27,2.19,2.19,2.19,2.14,2.14,20000
2019-11-28,2.02,2.13,2.13,2.13,2.13,10000
2019-11-29,1.91,NULL,NULL,NULL,NULL,0
2019-12-02,2.03,2.04,2.04,2.04,2.04,21000
2019-12-03,1.90,1.90,1.92,1.90,1.92,31000
2019-12-04,1.63,1.71,1.71,1.71,1.71,10000
