,date,adj_close,close,high,low,open,volume,nas_open,nas_high,nas_low,nas_close,nas_adj_close,dji_open,dji_high,dji_low,dji_close,dji_adj_close,sp_open,sp_high,sp_low,sp_close,sp_adj_close,sox_open,sox_high,sox_low,sox_close,sox_adj_close
10,2004-02-26,49.79,49.8,50.05,49.7,49.75,6234000.0,2010.5899658203125,2024.199951171875,2007.72998046875,2022.97998046875,2022.97998046875,10566.58984375,10615.5595703125,10560.0703125,10601.6201171875,10601.6201171875,1139.0899658203125,1145.239990234375,1138.9599609375,1143.6700439453125,1143.6700439453125,497.2200012207031,507.3399963378906,497.2200012207031,506.2900085449219,506.0451354980469
11,2004-02-27,50.55,50.55,50.6,50.0,50.0,9139000.0,2018.9100341796875,2037.1700439453125,2012.8299560546875,2032.5699462890625,2032.5699462890625,10598.1396484375,10612.1396484375,10539.330078125,10580.1396484375,10580.1396484375,1143.6700439453125,1147.22998046875,1138.6199951171875,1144.9100341796875,1144.9100341796875,506.2900085449219,513.5700073242189,501.5499877929688,509.8399963378906,509.5934143066406
12,2004-03-01,51.95,51.95,52.0,50.8,50.8,7495000.0,2036.6700439453125,2044.77001953125,2018.8299560546875,2029.8199462890625,2029.8199462890625,10581.5498046875,10652.3603515625,10563.6298828125,10583.919921875,10583.919921875,1145.800048828125,1151.6800537109375,1141.800048828125,1144.93994140625,1144.93994140625,509.8399963378906,511.0700073242188,498.75,502.260009765625,502.01708984375
13,2004-03-02,52.8,52.8,52.9,52.1,52.1,13953000.0,2036.9200439453125,2057.800048828125,2032.6400146484373,2057.800048828125,2057.800048828125,10582.25,10695.5498046875,10582.2197265625,10678.1396484375,10678.1396484375,1144.93994140625,1157.449951171875,1144.93994140625,1155.969970703125,1155.969970703125,502.260009765625,513.1799926757811,498.67999267578125,513.1099853515625,512.86181640625
14,2004-03-03,52.7,52.7,52.95,52.5,52.8,19671000.0,2056.3798828125,2064.39990234375,2039.6500244140625,2039.6500244140625,2039.6500244140625,10678.3603515625,10678.3603515625,10568.8798828125,10591.48046875,10591.48046875,1155.969970703125,1156.5400390625,1147.31005859375,1149.0999755859375,1149.0999755859375,513.1099853515625,521.1500244140625,509.9700012207031,510.239990234375,509.99322509765625
15,2004-03-04,53.1,53.15,53.15,52.55,53.0,16061000.0,2037.1099853515625,2039.31005859375,2020.2900390625,2033.3599853515625,2033.3599853515625,10588.58984375,10610.0,10550.1396484375,10593.1103515625,10593.1103515625,1149.0999755859375,1152.43994140625,1143.780029296875,1151.030029296875,1151.030029296875,510.239990234375,510.239990234375,498.42999267578125,500.5499877929688,500.3078918457031
16,2004-03-05,52.5,52.5,53.7,52.5,53.5,22078000.0,2034.72998046875,2055.1201171875,2031.8399658203125,2055.110107421875,2055.110107421875,10593.48046875,10603.25,10562.740234375,10588.0,10588.0,1151.030029296875,1154.969970703125,1149.81005859375,1154.8699951171875,1154.8699951171875,500.5499877929688,508.7799987792969,500.5499877929688,508.70001220703125,508.4539794921875
17,2004-03-08,51.85,51.85,52.9,51.75,52.6,3510000.0,2037.3299560546875,2069.02001953125,2034.1800537109373,2047.6300048828125,2047.6300048828125,10582.58984375,10651.330078125,10524.58984375,10595.5498046875,10595.5498046875,1154.8699951171875,1163.22998046875,1148.77001953125,1156.8599853515625,1156.8599853515625,508.70001220703125,512.02001953125,499.5400085449219,504.25,504.0061340332031
18,2004-03-09,51.95,52.0,52.0,51.45,51.6,6131000.0,2052.070068359375,2058.25,2008.780029296875,2008.780029296875,2008.780029296875,10595.3701171875,10634.2900390625,10526.8896484375,10529.48046875,10529.48046875,1156.8599853515625,1159.93994140625,1146.969970703125,1147.199951171875,1147.199951171875,504.25,509.8299865722656,484.7999877929688,485.2699890136719,485.0353088378906
19,2004-03-10,51.25,51.35,52.1,51.2,51.95,10911000.0,2008.75,2011.8299560546875,1987.2900390625,1995.1600341796875,1995.1600341796875,10529.51953125,10529.7001953125,10424.0703125,10456.9599609375,10456.9599609375,1147.199951171875,1147.3199462890625,1136.8399658203125,1140.5799560546875,1140.5799560546875,485.2699890136719,488.0400085449219,479.6499938964844,486.3699951171875,486.134765625
20,2004-03-11,51.35,51.4,51.45,50.75,50.95,19280000.0,1997.1099853515625,2007.25,1963.1300048828125,1964.1500244140625,1964.1500244140625,10457.58984375,10473.8603515625,10284.669921875,10296.8896484375,10296.8896484375,1140.5799560546875,1141.449951171875,1122.530029296875,1123.8900146484377,1123.8900146484377,486.3699951171875,489.4100036621094,474.3200073242188,476.2900085449219,476.0596618652344
21,2004-03-12,50.4,50.45,50.8,50.3,50.8,17917000.0,1953.5899658203125,1982.5799560546875,1943.8900146484373,1943.8900146484373,1943.8900146484373,10288.849609375,10321.41015625,10120.3798828125,10128.3798828125,10128.3798828125,1123.8900146484377,1125.9599609375,1105.8699951171877,1106.780029296875,1106.780029296875,476.2900085449219,487.1900024414063,473.6199951171875,473.8399963378906,473.61083984375
22,2004-03-15,49.6,49.65,51.0,49.65,51.0,15682000.0,1961.0,1984.72998046875,1959.489990234375,1984.72998046875,1984.72998046875,10130.669921875,10241.1904296875,10130.669921875,10240.080078125,10240.080078125,1106.780029296875,1120.6300048828123,1106.780029296875,1120.5699462890623,1120.5699462890623,473.8399963378906,485.1600036621094,473.8399963378906,485.1000061035156,484.8653869628906
23,2004-03-16,49.0,49.0,49.38,48.8,49.32,18336000.0,1977.780029296875,1977.780029296875,1939.199951171875,1939.199951171875,1939.199951171875,10238.4501953125,10241.1103515625,10092.4697265625,10102.8896484375,10102.8896484375,1120.5699462890623,1120.5699462890623,1103.3599853515623,1104.489990234375,1104.489990234375,485.1000061035156,485.1000061035156,471.739990234375,471.739990234375,471.5118408203125
24,2004-03-17,49.07,49.08,49.7,49.0,49.7,4684000.0,1952.780029296875,1961.989990234375,1927.68994140625,1943.0899658203125,1943.0899658203125,10103.41015625,10221.1103515625,10103.41015625,10184.669921875,10184.669921875,1104.489990234375,1113.760009765625,1102.6099853515623,1110.699951171875,1110.699951171875,471.739990234375,480.45001220703125,470.010009765625,477.0400085449219,476.8092956542969
25,2004-03-18,50.7,50.7,50.8,49.5,49.7,9242000.0,1956.52001953125,1980.31005859375,1956.52001953125,1976.760009765625,1976.760009765625,10184.669921875,10326.51953125,10184.2998046875,10300.2998046875,10300.2998046875,1110.699951171875,1125.760009765625,1110.699951171875,1123.75,1123.75,477.0400085449219,488.760009765625,477.0400085449219,487.0899963378906,486.85443115234375
26,2004-03-19,51.0,51.0,51.1,50.4,50.7,6632000.0,1971.260009765625,1972.31005859375,1947.56005859375,1962.43994140625,1962.43994140625,10298.9599609375,10328.8203125,10214.150390625,10295.7802734375,10295.7802734375,1123.75,1125.5,1113.25,1122.3199462890623,1122.3199462890623,487.0899963378906,489.489990234375,477.4400024414063,480.6600036621094,480.42755126953125
27,2004-03-22,0.0,47.43,47.43,47.43,47.43,4226000.0,1964.969970703125,1970.1500244140625,1940.469970703125,1940.469970703125,1940.469970703125,10295.849609375,10314.58984375,10182.599609375,10186.599609375,10186.599609375,1122.3199462890623,1122.719970703125,1109.68994140625,1109.780029296875,1109.780029296875,480.6600036621094,480.6600036621094,463.2099914550781,463.3500061035156,463.12591552734375
28,2004-03-23,46.3,46.4,47.17,44.5,44.5,25916000.0,1929.02001953125,1929.280029296875,1897.6300048828125,1909.9000244140625,1909.9000244140625,10185.9296875,10186.150390625,10012.16015625,10064.75,10064.75,1109.780029296875,1109.780029296875,1089.5400390625,1095.4000244140623,1095.4000244140623,463.3500061035156,463.3500061035156,453.2300109863281,458.8999938964844,458.6780700683594
29,2004-03-24,46.91,46.95,47.3,46.45,47.3,10120000.0,1923.22998046875,1928.6099853515625,1898.93994140625,1901.800048828125,1901.800048828125,10066.669921875,10131.349609375,10047.41015625,10063.6396484375,10063.6396484375,1095.4000244140623,1101.52001953125,1091.5699462890623,1093.949951171875,1093.949951171875,458.8999938964844,465.8699951171875,453.3699951171875,457.4599914550781,457.2387390136719
30,2004-03-25,46.75,46.8,47.25,46.75,46.95,5991000.0,1908.0400390625,1922.510009765625,1896.9100341796875,1909.47998046875,1909.47998046875,10065.41015625,10108.150390625,10007.490234375,10048.23046875,10048.23046875,1093.949951171875,1098.3199462890623,1087.1600341796877,1091.3299560546877,1091.3299560546877,457.4599914550781,472.5299987792969,457.4599914550781,468.1400146484375,467.9136047363281
31,2004-03-26,46.78,46.79,47.3,46.7,47.24,7696000.0,1923.219970703125,1967.1700439453125,1923.219970703125,1967.1700439453125,1967.1700439453125,10049.5595703125,10226.080078125,10049.490234375,10218.8203125,10218.8203125,1091.3299560546877,1110.3800048828123,1091.3299560546877,1109.18994140625,1109.18994140625,468.1400146484375,486.3399963378906,468.1400146484375,485.2999877929688,485.0652770996094
32,2004-03-29,49.1,49.1,49.1,48.28,48.7,4404000.0,1963.52001953125,1976.760009765625,1960.02001953125,1960.02001953125,1960.02001953125,10218.3701171875,10271.7802734375,10181.0400390625,10212.9697265625,10212.9697265625,1109.18994140625,1115.27001953125,1106.1300048828123,1108.06005859375,1108.06005859375,485.2999877929688,487.6199951171875,479.20001220703125,479.25,479.0182189941406
33,2004-03-30,49.3,49.3,49.54,48.8,49.1,8016000.0,1975.4300537109373,1996.22998046875,1975.4300537109373,1992.5699462890625,1992.5699462890625,10212.91015625,10350.4501953125,10212.91015625,10329.6298828125,10329.6298828125,1108.06005859375,1124.3699951171877,1108.06005859375,1122.469970703125,1122.469970703125,479.25,491.7999877929688,479.25,487.5700073242188,487.3341979980469
34,2004-03-31,48.99,48.99,49.5,48.98,49.5,8563000.0,1985.6700439453125,2000.6800537109373,1981.43994140625,2000.6300048828125,2000.6300048828125,10327.6298828125,10387.259765625,10306.150390625,10381.7001953125,10381.7001953125,1122.469970703125,1127.5999755859375,1119.6600341796877,1127.0,1127.0,487.5700073242188,487.5700073242188,478.2200012207031,487.0299987792969,486.7944641113281
35,2004-04-01,48.68,48.7,49.3,48.4,49.3,4722000.0,2001.0899658203125,2004.0,1985.0400390625,1994.219970703125,1994.219970703125,10380.8896484375,10401.7001953125,10314.8896484375,10357.7001953125,10357.7001953125,1127.0,1130.8299560546875,1121.4599609375,1126.2099609375,1126.2099609375,487.0299987792969,491.30999755859375,482.3500061035156,487.1199951171875,486.8843994140625
36,2004-04-02,48.91,48.91,49.2,48.9,49.0,1968000.0,1996.449951171875,2019.0899658203125,1996.449951171875,2015.010009765625,2015.010009765625,10357.51953125,10419.0400390625,10342.58984375,10373.330078125,10373.330078125,1126.2099609375,1135.6700439453125,1126.199951171875,1132.1700439453125,1132.1700439453125,487.1199951171875,498.7799987792969,487.1199951171875,495.3200073242188,495.0804443359375
37,2004-04-05,49.95,50.0,50.5,49.19,49.5,5805000.0,2046.050048828125,2057.169921875,2037.18994140625,2057.169921875,2057.169921875,10375.330078125,10496.4404296875,10375.330078125,10470.58984375,10470.58984375,1132.1700439453125,1144.81005859375,1132.1700439453125,1141.81005859375,1141.81005859375,495.3200073242188,513.8699951171875,495.3200073242188,513.8599853515625,513.6114501953125
38,2004-04-06,49.92,49.92,50.45,49.9,50.2,3052000.0,2055.989990234375,2079.1201171875,2054.340087890625,2079.1201171875,2079.1201171875,10470.58984375,10558.66015625,10465.6298828125,10558.3701171875,10558.3701171875,1141.81005859375,1150.5699462890625,1141.6400146484375,1150.5699462890625,1150.5699462890625,513.8599853515625,518.7000122070311,510.489990234375,518.7000122070311,518.4491577148439
39,2004-04-07,49.87,49.87,49.98,49.8,49.93,797000.0,2064.1298828125,2068.27001953125,2053.320068359375,2059.89990234375,2059.89990234375,10553.759765625,10570.8095703125,10505.1103515625,10570.8095703125,10570.8095703125,1150.5699462890625,1150.5699462890625,1143.300048828125,1148.1600341796875,1148.1600341796875,518.7000122070311,518.7000122070311,502.3599853515625,508.0700073242188,507.82427978515625
40,2004-04-08,50.1,50.1,50.1,49.9,49.9,3677000.0,2055.610107421875,2060.43994140625,2038.739990234375,2050.239990234375,2050.239990234375,10569.259765625,10569.259765625,10465.330078125,10480.150390625,10480.150390625,1148.1600341796875,1148.1600341796875,1138.4100341796875,1140.530029296875,1140.530029296875,508.0700073242188,511.6900024414063,500.3299865722656,507.2200012207031,506.9747009277344
41,2004-04-09,49.77,49.8,49.9,49.6,49.9,1493000.0,2074.580078125,2075.330078125,2046.0999755859373,2052.8798828125,2052.8798828125,10482.76953125,10554.099609375,10393.91015625,10442.0302734375,10442.0302734375,1140.530029296875,1148.969970703125,1134.52001953125,1139.3199462890625,1139.3199462890625,507.2200012207031,514.8099975585939,507.2200012207031,511.7799987792969,511.532470703125
42,2004-04-12,50.9,50.95,51.05,50.05,50.05,8506000.0,2057.639892578125,2069.449951171875,2057.639892578125,2065.47998046875,2065.47998046875,10444.3798828125,10526.26953125,10443.8095703125,10515.5595703125,10515.5595703125,1139.3199462890625,1147.2900390625,1139.3199462890625,1145.199951171875,1145.199951171875,511.7799987792969,515.760009765625,507.8599853515625,515.239990234375,514.9907836914061
43,2004-04-13,50.8,50.85,51.1,50.7,50.95,4769000.0,2072.949951171875,2073.419921875,2026.199951171875,2030.0799560546875,2030.0799560546875,10516.0498046875,10552.6103515625,10361.990234375,10381.2802734375,10381.2802734375,1145.199951171875,1147.780029296875,1127.699951171875,1129.43994140625,1129.43994140625,515.239990234375,517.6199951171875,505.010009765625,506.25,506.0051574707031
44,2004-04-14,51.4,51.4,51.4,50.35,50.35,7859000.0,2018.3599853515625,2040.1500244140625,2013.97998046875,2024.8499755859373,2024.8499755859373,10378.099609375,10415.2802734375,10322.9404296875,10377.9501953125,10377.9501953125,1129.43994140625,1132.52001953125,1122.1500244140623,1128.1700439453125,1128.1700439453125,506.25,509.9800109863281,499.2799987792969,503.1199951171875,502.8766784667969
45,2004-04-15,50.4,50.4,51.6,50.35,51.4,13174000.0,2026.52001953125,2031.8399658203125,1989.2099609375,2002.1700439453125,2002.1700439453125,10377.9501953125,10430.6201171875,10322.16015625,10397.4599609375,10397.4599609375,1128.1700439453125,1134.0799560546875,1120.75,1128.8399658203125,1128.8399658203125,503.1199951171875,504.1499938964844,483.3999938964844,488.760009765625,488.5236206054688
46,2004-04-16,51.15,51.15,51.35,50.35,50.4,12879000.0,2002.4300537109373,2007.1700439453125,1982.1400146484373,1995.739990234375,1995.739990234375,10398.3203125,10460.0595703125,10376.3896484375,10451.9697265625,10451.9697265625,1128.8399658203125,1136.800048828125,1126.9000244140625,1134.6099853515625,1134.6099853515625,488.760009765625,488.760009765625,472.55999755859375,480.1400146484375,479.9078063964844
47,2004-04-19,50.9,50.9,51.3,50.85,51.2,5415000.0,1995.3699951171875,2020.449951171875,1991.1400146484373,2020.4300537109373,2020.4300537109373,10451.6201171875,10451.759765625,10399.4697265625,10437.849609375,10437.849609375,1134.56005859375,1136.1800537109375,1129.8399658203125,1135.8199462890625,1135.8199462890625,480.1400146484375,487.17999267578125,478.1499938964844,487.0299987792969,486.7944641113281
48,2004-04-20,50.9,50.9,51.5,50.9,51.5,8261000.0,2022.6199951171875,2032.4100341796875,1978.6300048828125,1978.6300048828125,1978.6300048828125,10437.849609375,10487.669921875,10313.580078125,10314.5,10314.5,1135.8199462890625,1139.260009765625,1118.0899658203123,1118.1500244140623,1118.1500244140623,487.0299987792969,490.3200073242188,469.6900024414063,469.70001220703125,469.4728393554688
49,2004-04-21,51.2,51.25,51.35,50.8,50.8,5493000.0,1987.219970703125,1995.9100341796875,1973.25,1995.6300048828125,1995.6300048828125,10311.8701171875,10332.8798828125,10250.48046875,10317.26953125,10317.26953125,1118.1500244140623,1125.719970703125,1116.030029296875,1124.0899658203123,1124.0899658203123,469.70001220703125,480.8599853515625,469.70001220703125,478.760009765625,478.5284729003906
50,2004-04-22,50.5,50.5,52.2,50.3,51.4,11949000.0,1992.6500244140625,2035.3900146484373,1991.469970703125,2032.9100341796875,2032.9100341796875,10314.990234375,10496.6103515625,10292.2802734375,10461.2001953125,10461.2001953125,1124.0899658203123,1142.77001953125,1121.949951171875,1139.9300537109375,1139.9300537109375,478.760009765625,485.80999755859375,468.0899963378906,480.4800109863281,480.2476501464844
51,2004-04-23,50.75,50.8,51.15,50.7,50.7,6594000.0,2045.9200439453125,2051.75,2034.47998046875,2049.77001953125,2049.77001953125,10463.1103515625,10482.91015625,10410.599609375,10472.83984375,10472.83984375,1139.9300537109375,1141.9200439453125,1134.81005859375,1140.5999755859375,1140.5999755859375,480.4800109863281,489.6300048828125,480.4800109863281,487.9800109863281,487.7440185546875
52,2004-04-26,50.9,50.9,51.15,50.8,50.8,2449000.0,2052.25,2059.080078125,2031.75,2036.77001953125,2036.77001953125,10472.91015625,10512.7900390625,10418.1201171875,10444.73046875,10444.73046875,1140.5999755859375,1145.0799560546875,1132.9100341796875,1135.530029296875,1135.530029296875,487.9800109863281,487.9800109863281,471.8900146484375,474.75,474.5203857421875
53,2004-04-27,50.4,50.4,50.9,50.1,50.9,2429000.0,2040.530029296875,2053.570068359375,2027.6400146484373,2032.530029296875,2032.530029296875,10445.3798828125,10537.349609375,10441.75,10478.16015625,10478.16015625,1135.530029296875,1146.56005859375,1135.530029296875,1138.1099853515625,1138.1099853515625,475.5899963378906,479.6199951171875,466.760009765625,468.3299865722656,468.1034851074219
54,2004-04-28,49.94,49.95,50.55,49.8,50.4,3648000.0,2026.43994140625,2026.43994140625,1985.5400390625,1989.5400390625,1989.5400390625,10476.669921875,10476.9501953125,10333.8701171875,10342.599609375,10342.599609375,1138.1099853515625,1138.1099853515625,1121.699951171875,1122.4100341796877,1122.4100341796877,468.0400085449219,472.9599914550781,460.7099914550781,462.30999755859375,462.0863952636719
55,2004-04-29,48.65,48.69,49.7,48.38,49.58,6398000.0,1987.47998046875,1998.5,1946.0999755859373,1958.780029296875,1958.780029296875,10339.41015625,10407.9697265625,10219.1796875,10272.26953125,10272.26953125,1122.4100341796877,1128.800048828125,1108.0400390625,1113.8900146484377,1113.8900146484377,464.2999877929688,464.4599914550781,443.739990234375,450.4800109863281,450.26214599609375
56,2004-04-30,47.3,47.5,48.5,45.8,48.35,31243000.0,1962.489990234375,1965.8900146484373,1919.3900146484373,1920.1500244140625,1920.1500244140625,10273.0595703125,10333.8701171875,10225.5703125,10225.5703125,10225.5703125,1113.8900146484377,1119.260009765625,1107.22998046875,1107.300048828125,1107.300048828125,451.6000061035156,454.2699890136719,441.260009765625,443.4800109863281,443.2655334472656
57,2004-05-03,45.91,45.95,47.1,45.9,47.1,13192000.0,1928.719970703125,1954.6199951171875,1926.0899658203125,1938.719970703125,1938.719970703125,10227.26953125,10329.0498046875,10227.1298828125,10314.0,10314.0,1107.300048828125,1118.719970703125,1107.300048828125,1117.489990234375,1117.489990234375,445.7099914550781,454.42999267578125,432.9700012207031,440.8699951171875,440.6567687988281
58,2004-05-04,46.99,47.0,47.0,46.06,46.3,5530000.0,1942.3699951171875,1969.969970703125,1933.5999755859373,1950.47998046875,1950.47998046875,10314.3203125,10386.3203125,10266.169921875,10317.2001953125,10317.2001953125,1117.489990234375,1127.739990234375,1112.8900146484377,1119.550048828125,1119.550048828125,440.8699951171875,454.760009765625,440.8699951171875,448.30999755859375,448.0931701660156
59,2004-05-05,44.65,44.7,47.1,44.7,47.1,7810000.0,1954.989990234375,1967.3299560546875,1948.510009765625,1957.260009765625,1957.260009765625,10316.98046875,10348.349609375,10291.080078125,10310.9501953125,10310.9501953125,1119.550048828125,1125.0699462890623,1117.9000244140623,1121.530029296875,1121.530029296875,448.30999755859375,455.1300048828125,445.489990234375,452.25,452.0312805175781
60,2004-05-06,45.3,45.3,45.7,44.65,45.5,6536000.0,1945.8699951171875,1949.550048828125,1923.300048828125,1937.739990234375,1937.739990234375,10308.2001953125,10308.2001953125,10170.509765625,10241.259765625,10241.259765625,1121.530029296875,1121.530029296875,1106.300048828125,1113.989990234375,1113.989990234375,452.25,454.1700134277344,444.30999755859375,452.4800109863281,452.26116943359375
61,2004-05-07,45.71,45.75,45.9,45.0,45.0,5232000.0,1931.8599853515625,1957.239990234375,1917.9599609375,1917.9599609375,1917.9599609375,10240.6201171875,10271.990234375,10114.8603515625,10117.33984375,10117.33984375,1113.989990234375,1117.300048828125,1098.6300048828123,1098.699951171875,1098.699951171875,452.4800109863281,464.4200134277344,452.010009765625,457.010009765625,456.7889709472656
62,2004-05-10,44.52,44.6,45.15,44.4,45.15,6852000.0,1904.72998046875,1907.97998046875,1880.3199462890625,1896.0699462890625,1896.0699462890625,10116.2802734375,10116.2802734375,9932.740234375,9990.01953125,9990.01953125,1098.699951171875,1098.699951171875,1079.6300048828123,1087.1199951171877,1087.1199951171877,457.010009765625,462.0700073242188,452.3999938964844,458.8999938964844,458.6780700683594
63,2004-05-11,44.72,44.72,45.1,43.7,44.6,6260000.0,1909.5,1931.47998046875,1909.5,1931.3499755859373,1931.3499755859373,9989.240234375,10038.349609375,9974.0498046875,10019.4697265625,10019.4697265625,1087.1199951171877,1095.68994140625,1087.1199951171877,1095.449951171875,1095.449951171875,458.8999938964844,470.25,458.8999938964844,470.1499938964844,469.922607421875
64,2004-05-12,45.48,45.5,45.75,45.2,45.37,2610000.0,1924.3199462890625,1927.22998046875,1878.77001953125,1925.5899658203125,1925.5899658203125,10011.51953125,10048.2099609375,9852.1904296875,10045.16015625,10045.16015625,1095.449951171875,1097.550048828125,1076.3199462890623,1097.280029296875,1097.280029296875,470.1499938964844,470.1499938964844,448.1400146484375,461.8999938964844,461.6766052246094
65,2004-05-13,44.98,45.0,45.35,44.8,45.3,2392000.0,1918.6300048828125,1937.8699951171875,1914.0999755859373,1926.030029296875,1926.030029296875,10044.3095703125,10074.1103515625,9970.9296875,10010.740234375,10010.740234375,1097.280029296875,1102.77001953125,1091.760009765625,1096.43994140625,1096.43994140625,461.8999938964844,464.75,455.0799865722656,459.5700073242188,459.3477478027344
66,2004-05-14,44.1,44.1,45.42,44.1,45.3,3577000.0,1922.469970703125,1927.25,1897.5699462890625,1904.25,1904.25,10008.4296875,10065.6796875,9938.419921875,10012.8701171875,10012.8701171875,1096.43994140625,1102.0999755859377,1088.239990234375,1095.699951171875,1095.699951171875,459.5700073242188,462.75,449.6900024414063,450.989990234375,450.7718811035156
67,2004-05-17,0.0,41.02,43.51,41.02,43.51,17932000.0,1881.06005859375,1887.739990234375,1865.4000244140625,1876.6400146484373,1876.6400146484373,10009.919921875,10009.919921875,9862.76953125,9906.91015625,9906.91015625,1095.699951171875,1095.699951171875,1079.3599853515623,1084.0999755859377,1084.0999755859377,450.989990234375,450.989990234375,440.4700012207031,444.9400024414063,444.7248229980469
68,2004-05-18,41.62,41.7,42.55,41.1,41.1,8184000.0,1892.2900390625,1903.3900146484373,1890.949951171875,1897.8199462890625,1897.8199462890625,9906.7099609375,9987.0400390625,9906.6396484375,9968.509765625,9968.509765625,1084.0999755859377,1094.0999755859377,1084.0999755859377,1091.489990234375,1091.489990234375,444.9400024414063,455.9700012207031,444.9400024414063,453.3599853515625,453.1407165527344
69,2004-05-19,44.61,44.61,44.61,42.7,43.4,10694000.0,1917.5799560546875,1936.0400390625,1898.1600341796875,1898.1700439453125,1898.1700439453125,9962.5498046875,10093.2099609375,9933.1103515625,9937.7099609375,9937.7099609375,1091.489990234375,1105.9300537109377,1088.489990234375,1088.6800537109377,1088.6800537109377,453.3599853515625,470.8999938964844,453.3599853515625,457.739990234375,457.51861572265625
70,2004-05-20,44.5,44.5,45.35,43.85,44.2,13113000.0,1902.780029296875,1912.02001953125,1890.1800537109373,1896.5899658203125,1896.5899658203125,9939.1201171875,9970.6396484375,9900.58984375,9937.6396484375,9937.6396484375,1088.6800537109377,1092.6199951171877,1085.4300537109377,1089.18994140625,1089.18994140625,457.739990234375,461.0499877929688,451.489990234375,453.8800048828125,453.6604919433594
