Date,Open,High,Low,Close,Adj Close
2004-02-10,514.1599731445312,519.3800048828125,511.7300109863281,516.9400024414062,516.6900024414062
2004-02-11,516.9400024414062,527.780029296875,516.9400024414062,526.8099975585938,526.5552368164062
2004-02-12,526.8099975585938,530.47998046875,518.530029296875,518.780029296875,518.5291137695312
2004-02-13,518.780029296875,524.8400268554688,505.010009765625,510.57000732421875,510.3230895996094
2004-02-17,510.57000732421875,520.5700073242188,510.57000732421875,518.97998046875,518.72900390625
2004-02-18,518.97998046875,527.1199951171875,518.97998046875,522.4600219726562,522.2073364257812
2004-02-19,522.4600219726562,535.5499877929688,514.6500244140625,514.72998046875,514.4810180664062
2004-02-20,514.72998046875,514.72998046875,505.82000732421875,509.79998779296875,509.5534362792969
2004-02-23,509.79998779296875,510.1600036621094,491.260009765625,495.80999755859375,495.5702209472656
2004-02-24,495.80999755859375,502.0,491.8900146484375,497.2200012207031,496.9795227050781
2004-02-25,497.2200012207031,507.3399963378906,497.2200012207031,506.2900085449219,506.0451354980469
2004-02-26,506.2900085449219,513.5700073242188,501.54998779296875,509.8399963378906,509.5934143066406
2004-02-27,509.8399963378906,511.07000732421875,498.75,502.260009765625,502.01708984375
2004-03-01,502.260009765625,513.1799926757812,498.67999267578125,513.1099853515625,512.86181640625
2004-03-02,513.1099853515625,521.1500244140625,509.9700012207031,510.239990234375,509.99322509765625
2004-03-03,510.239990234375,510.239990234375,498.42999267578125,500.54998779296875,500.3078918457031
2004-03-04,500.54998779296875,508.7799987792969,500.54998779296875,508.70001220703125,508.4539794921875
2004-03-05,508.70001220703125,512.02001953125,499.5400085449219,504.25,504.0061340332031
2004-03-08,504.25,509.8299865722656,484.79998779296875,485.2699890136719,485.0353088378906
2004-03-09,485.2699890136719,488.0400085449219,479.6499938964844,486.3699951171875,486.134765625
2004-03-10,486.3699951171875,489.4100036621094,474.32000732421875,476.2900085449219,476.0596618652344
2004-03-11,476.2900085449219,487.19000244140625,473.6199951171875,473.8399963378906,473.61083984375
2004-03-12,473.8399963378906,485.1600036621094,473.8399963378906,485.1000061035156,484.8653869628906
2004-03-15,485.1000061035156,485.1000061035156,471.739990234375,471.739990234375,471.5118408203125
2004-03-16,471.739990234375,480.45001220703125,470.010009765625,477.0400085449219,476.8092956542969
2004-03-17,477.0400085449219,488.760009765625,477.0400085449219,487.0899963378906,486.85443115234375
2004-03-18,487.0899963378906,489.489990234375,477.44000244140625,480.6600036621094,480.42755126953125
2004-03-19,480.6600036621094,480.6600036621094,463.2099914550781,463.3500061035156,463.12591552734375
2004-03-22,463.3500061035156,463.3500061035156,453.2300109863281,458.8999938964844,458.6780700683594
2004-03-23,458.8999938964844,465.8699951171875,453.3699951171875,457.4599914550781,457.2387390136719
2004-03-24,457.4599914550781,472.5299987792969,457.4599914550781,468.1400146484375,467.9136047363281
2004-03-25,468.1400146484375,486.3399963378906,468.1400146484375,485.29998779296875,485.0652770996094
2004-03-26,485.29998779296875,487.6199951171875,479.20001220703125,479.25,479.0182189941406
2004-03-29,479.25,491.79998779296875,479.25,487.57000732421875,487.3341979980469
2004-03-30,487.57000732421875,487.57000732421875,478.2200012207031,487.0299987792969,486.7944641113281
2004-03-31,487.0299987792969,491.30999755859375,482.3500061035156,487.1199951171875,486.8843994140625
2004-04-01,487.1199951171875,498.7799987792969,487.1199951171875,495.32000732421875,495.0804443359375
2004-04-02,495.32000732421875,513.8699951171875,495.32000732421875,513.8599853515625,513.6114501953125
2004-04-05,513.8599853515625,518.7000122070312,510.489990234375,518.7000122070312,518.4491577148438
2004-04-06,518.7000122070312,518.7000122070312,502.3599853515625,508.07000732421875,507.82427978515625
2004-04-07,508.07000732421875,511.69000244140625,500.3299865722656,507.2200012207031,506.9747009277344
2004-04-08,507.2200012207031,514.8099975585938,507.2200012207031,511.7799987792969,511.532470703125
2004-04-12,511.7799987792969,515.760009765625,507.8599853515625,515.239990234375,514.9907836914062
2004-04-13,515.239990234375,517.6199951171875,505.010009765625,506.25,506.0051574707031
2004-04-14,506.25,509.9800109863281,499.2799987792969,503.1199951171875,502.8766784667969
2004-04-15,503.1199951171875,504.1499938964844,483.3999938964844,488.760009765625,488.52362060546875
2004-04-16,488.760009765625,488.760009765625,472.55999755859375,480.1400146484375,479.9078063964844
2004-04-19,480.1400146484375,487.17999267578125,478.1499938964844,487.0299987792969,486.7944641113281
2004-04-20,487.0299987792969,490.32000732421875,469.69000244140625,469.70001220703125,469.47283935546875
2004-04-21,469.70001220703125,480.8599853515625,469.70001220703125,478.760009765625,478.5284729003906
2004-04-22,478.760009765625,485.80999755859375,468.0899963378906,480.4800109863281,480.2476501464844
2004-04-23,480.4800109863281,489.6300048828125,480.4800109863281,487.9800109863281,487.7440185546875
2004-04-26,487.9800109863281,487.9800109863281,471.8900146484375,474.75,474.5203857421875
2004-04-27,475.5899963378906,479.6199951171875,466.760009765625,468.3299865722656,468.1034851074219
2004-04-28,468.0400085449219,472.9599914550781,460.7099914550781,462.30999755859375,462.0863952636719
2004-04-29,464.29998779296875,464.4599914550781,443.739990234375,450.4800109863281,450.26214599609375
2004-04-30,451.6000061035156,454.2699890136719,441.260009765625,443.4800109863281,443.2655334472656
2004-05-03,445.7099914550781,454.42999267578125,432.9700012207031,440.8699951171875,440.6567687988281
2004-05-04,440.8699951171875,454.760009765625,440.8699951171875,448.30999755859375,448.0931701660156
2004-05-05,448.30999755859375,455.1300048828125,445.489990234375,452.25,452.0312805175781
2004-05-06,452.25,454.1700134277344,444.30999755859375,452.4800109863281,452.26116943359375
2004-05-07,452.4800109863281,464.4200134277344,452.010009765625,457.010009765625,456.7889709472656
2004-05-10,457.010009765625,462.07000732421875,452.3999938964844,458.8999938964844,458.6780700683594
2004-05-11,458.8999938964844,470.25,458.8999938964844,470.1499938964844,469.922607421875
2004-05-12,470.1499938964844,470.1499938964844,448.1400146484375,461.8999938964844,461.6766052246094
2004-05-13,461.8999938964844,464.75,455.0799865722656,459.57000732421875,459.3477478027344
2004-05-14,459.57000732421875,462.75,449.69000244140625,450.989990234375,450.7718811035156
2004-05-17,450.989990234375,450.989990234375,440.4700012207031,444.94000244140625,444.7248229980469
2004-05-18,444.94000244140625,455.9700012207031,444.94000244140625,453.3599853515625,453.1407165527344
2004-05-19,453.3599853515625,470.8999938964844,453.3599853515625,457.739990234375,457.51861572265625
2004-05-20,457.739990234375,461.04998779296875,451.489990234375,453.8800048828125,453.6604919433594
2004-05-21,453.8800048828125,461.1300048828125,453.8800048828125,458.17999267578125,457.9584045410156
2004-05-24,458.17999267578125,464.0199890136719,457.7900085449219,460.5400085449219,460.3172912597656
2004-05-25,460.5400085449219,476.32000732421875,454.7799987792969,475.1499938964844,474.9201965332031
2004-05-26,475.1499938964844,479.9800109863281,471.3800048828125,478.19000244140625,477.958740234375
2004-05-27,478.19000244140625,485.80999755859375,478.19000244140625,482.4599914550781,482.2266540527344
2004-05-28,482.4599914550781,490.5,482.4599914550781,488.8599853515625,488.6235656738281
2004-06-01,488.8599853515625,490.07000732421875,481.4800109863281,486.04998779296875,485.8149108886719
2004-06-02,486.04998779296875,486.04998779296875,472.2799987792969,475.0799865722656,474.8502197265625
2004-06-03,475.0799865722656,475.0799865722656,463.20001220703125,463.44000244140625,463.21588134765625
2004-06-04,463.44000244140625,476.260009765625,463.44000244140625,470.9100036621094,470.6822509765625
2004-06-07,470.9100036621094,488.760009765625,470.9100036621094,488.2200012207031,487.98388671875
2004-06-08,488.2200012207031,489.4100036621094,481.6099853515625,489.4100036621094,489.1733093261719
2004-06-09,489.4100036621094,489.4100036621094,473.29998779296875,473.5299987792969,473.3009948730469
2004-06-10,473.5299987792969,480.1300048828125,471.4100036621094,476.2799987792969,476.0496520996094
2004-06-14,476.2799987792969,476.2799987792969,461.6099853515625,465.4700012207031,465.244873046875
2004-06-15,465.4700012207031,475.0199890136719,465.4700012207031,471.29998779296875,471.0720520019531
2004-06-16,471.29998779296875,471.29998779296875,466.67999267578125,469.2900085449219,469.06304931640625
2004-06-17,469.2900085449219,469.2900085449219,452.3800048828125,453.44000244140625,453.220703125
2004-06-18,453.44000244140625,460.8500061035156,449.1000061035156,453.0799865722656,452.8608703613281
2004-06-21,453.0799865722656,460.44000244140625,450.25,450.7699890136719,450.5519714355469
2004-06-22,450.7699890136719,466.70001220703125,450.7699890136719,466.4200134277344,466.1944274902344
2004-06-23,466.4200134277344,477.260009765625,465.1199951171875,476.3399963378906,476.109619140625
2004-06-24,476.3399963378906,479.4200134277344,469.239990234375,470.7300109863281,470.5023498535156
2004-06-25,470.7300109863281,480.1700134277344,470.7300109863281,478.9100036621094,478.6783752441406
2004-06-28,478.9100036621094,480.05999755859375,468.67999267578125,470.4700012207031,470.2424621582031
2004-06-29,470.4700012207031,480.79998779296875,469.6400146484375,480.45001220703125,480.2176513671875
2004-06-30,480.45001220703125,487.9100036621094,479.6300048828125,485.0899963378906,484.8553771972656
2004-07-01,485.0899963378906,485.0899963378906,462.5899963378906,467.0299987792969,466.80413818359375
2004-07-02,467.0299987792969,467.0299987792969,456.489990234375,457.30999755859375,457.0888366699219
2004-07-06,457.30999755859375,457.30999755859375,435.2300109863281,439.1400146484375,438.9276428222656
2004-07-07,439.1400146484375,448.2900085449219,439.1400146484375,444.05999755859375,443.8452453613281
2004-07-08,444.05999755859375,450.3399963378906,441.7300109863281,442.95001220703125,442.73577880859375
2004-07-09,442.95001220703125,454.489990234375,442.95001220703125,451.1400146484375,450.92181396484375
2004-07-12,451.1400146484375,451.1400146484375,434.3299865722656,441.17999267578125,440.96661376953125
2004-07-13,441.17999267578125,445.3500061035156,436.6099853515625,440.4200134277344,440.2070007324219
2004-07-14,440.4200134277344,440.4200134277344,417.1400146484375,420.67999267578125,420.4765319824219
2004-07-15,420.67999267578125,425.489990234375,416.75,418.5299987792969,418.32757568359375
2004-07-16,418.5299987792969,422.1499938964844,409.3599853515625,410.4599914550781,410.261474609375
2004-07-19,410.4599914550781,417.6600036621094,407.9599914550781,413.260009765625,413.0601501464844
2004-07-20,413.260009765625,423.4800109863281,413.1300048828125,423.4700012207031,423.26519775390625
2004-07-21,423.4700012207031,430.7300109863281,407.7900085449219,407.80999755859375,407.6127624511719
2004-07-22,407.80999755859375,422.5799865722656,407.80999755859375,420.44000244140625,420.2366638183594
2004-07-23,420.44000244140625,420.44000244140625,404.5400085449219,405.5799865722656,405.38385009765625
2004-07-26,405.5799865722656,408.0400085449219,396.6300048828125,400.3500061035156,400.1563720703125
2004-07-27,400.3500061035156,405.7099914550781,393.2099914550781,402.9100036621094,402.71514892578125
2004-07-28,402.9100036621094,402.9100036621094,390.1000061035156,399.489990234375,399.2967834472656
2004-07-29,399.489990234375,414.0400085449219,399.489990234375,411.19000244140625,410.99114990234375
2004-07-30,411.19000244140625,419.8599853515625,409.2799987792969,416.42999267578125,416.2286071777344
2004-08-02,416.42999267578125,419.1600036621094,411.5799865722656,418.739990234375,418.5374755859375
2004-08-03,418.739990234375,418.739990234375,402.6499938964844,402.9599914550781,402.7651062011719
2004-08-04,402.9599914550781,410.3500061035156,398.1199951171875,406.739990234375,406.54327392578125
2004-08-05,406.739990234375,412.2200012207031,401.8599853515625,402.3900146484375,402.1954040527344
2004-08-06,402.3900146484375,402.3900146484375,385.6099853515625,386.8800048828125,386.6929016113281
2004-08-09,386.8800048828125,391.05999755859375,385.1300048828125,387.6199951171875,387.4325256347656
2004-08-10,387.6199951171875,393.0799865722656,387.44000244140625,392.9599914550781,392.76995849609375
2004-08-11,392.9599914550781,392.9599914550781,366.7699890136719,372.6700134277344,372.4897766113281
2004-08-12,372.6700134277344,372.6700134277344,363.3900146484375,365.2699890136719,365.09332275390625
2004-08-13,365.2699890136719,366.9200134277344,360.6099853515625,366.6499938964844,366.47265625
2004-08-16,366.6499938964844,373.54998779296875,366.6499938964844,370.29998779296875,370.12091064453125
2004-08-17,370.29998779296875,379.9599914550781,370.29998779296875,375.6400146484375,375.4583435058594
2004-08-18,375.6400146484375,388.6000061035156,372.5299987792969,388.4100036621094,388.22216796875
2004-08-19,388.4100036621094,390.3900146484375,382.07000732421875,385.1300048828125,384.9437561035156
2004-08-20,385.1300048828125,388.7300109863281,381.19000244140625,386.0,385.8133239746094
2004-08-23,386.0,394.5799865722656,386.0,390.0899963378906,389.9013366699219
2004-08-24,390.0899963378906,391.9200134277344,378.1199951171875,380.2699890136719,380.0860900878906
2004-08-25,380.2699890136719,386.6199951171875,374.6700134277344,384.2799987792969,384.0941467285156
2004-08-26,384.2799987792969,384.2799987792969,378.1600036621094,380.3999938964844,380.2160339355469
2004-08-27,380.3999938964844,385.4100036621094,380.3999938964844,382.3399963378906,382.15509033203125
2004-08-30,382.3399963378906,382.3399963378906,373.6400146484375,373.6400146484375,373.4593200683594
2004-08-31,373.6400146484375,373.6600036621094,363.6099853515625,371.0199890136719,370.8405456542969
2004-09-01,371.0199890136719,379.6199951171875,369.07000732421875,374.1600036621094,373.9790344238281
2004-09-02,374.1600036621094,378.0799865722656,370.1199951171875,377.6000061035156,377.4173889160156
2004-09-03,377.6000061035156,377.6000061035156,357.32000732421875,357.8399963378906,357.66693115234375
2004-09-07,357.8399963378906,362.0,351.2699890136719,353.760009765625,353.58892822265625
2004-09-08,353.760009765625,358.3599853515625,350.9100036621094,352.05999755859375,351.8897399902344
2004-09-09,352.05999755859375,374.1000061035156,352.05999755859375,370.9800109863281,370.80059814453125
2004-09-10,370.9800109863281,385.0199890136719,369.2799987792969,383.6099853515625,383.4244689941406
2004-09-13,383.6099853515625,398.7300109863281,383.6099853515625,393.1000061035156,392.9098815917969
2004-09-14,393.1000061035156,393.9700012207031,387.75,393.5,393.3096923828125
2004-09-15,393.5,393.5,379.80999755859375,380.7799987792969,380.5958557128906
2004-09-16,380.7799987792969,386.4700012207031,380.1499938964844,381.45001220703125,381.2655334472656
2004-09-17,381.45001220703125,388.75,381.239990234375,388.5,388.3121032714844
2004-09-20,388.5,404.54998779296875,384.79998779296875,399.8999938964844,399.70660400390625
2004-09-21,399.8999938964844,406.6600036621094,399.8999938964844,403.75,403.55474853515625
2004-09-22,403.75,403.75,391.0799865722656,391.739990234375,391.550537109375
2004-09-23,391.739990234375,397.2099914550781,387.79998779296875,393.7900085449219,393.59954833984375
2004-09-24,393.7900085449219,396.4100036621094,380.4100036621094,382.54998779296875,382.3649597167969
2004-09-27,382.54998779296875,383.4700012207031,375.6700134277344,376.9599914550781,376.7776794433594
2004-09-28,376.9599914550781,377.8800048828125,370.1700134277344,373.69000244140625,373.50927734375
2004-09-29,373.69000244140625,383.260009765625,373.69000244140625,380.6199951171875,380.4359130859375
2004-09-30,380.6199951171875,389.69000244140625,380.6199951171875,384.20001220703125,384.0141906738281
2004-10-01,384.20001220703125,402.3800048828125,384.20001220703125,401.9100036621094,401.71563720703125
2004-10-04,401.9100036621094,413.1300048828125,401.9100036621094,405.010009765625,404.81414794921875
2004-10-05,405.010009765625,408.5299987792969,399.4800109863281,404.5799865722656,404.3843078613281
2004-10-06,404.5799865722656,406.2200012207031,398.8399963378906,406.20001220703125,406.0035705566406
2004-10-07,406.20001220703125,410.5299987792969,402.7799987792969,403.3599853515625,403.1649169921875
2004-10-08,403.3599853515625,403.3599853515625,387.2099914550781,389.5199890136719,389.33160400390625
2004-10-11,389.5199890136719,392.8900146484375,384.6300048828125,391.5299987792969,391.34063720703125
2004-10-12,391.5299987792969,391.5299987792969,380.1700134277344,386.3599853515625,386.1731262207031
2004-10-13,386.3599853515625,399.6700134277344,386.3599853515625,393.25,393.059814453125
2004-10-14,393.25,393.25,378.9800109863281,380.6000061035156,380.4159240722656
2004-10-15,380.6000061035156,386.0199890136719,379.0799865722656,381.3699951171875,381.185546875
2004-10-18,381.3699951171875,384.3699951171875,374.6700134277344,384.3500061035156,384.16412353515625
2004-10-19,384.3500061035156,395.6300048828125,384.3500061035156,388.2900085449219,388.10223388671875
2004-10-20,388.2900085449219,396.70001220703125,382.9100036621094,393.3599853515625,393.16973876953125
2004-10-21,393.3599853515625,411.2099914550781,393.3599853515625,408.9800109863281,408.7822265625
2004-10-22,408.9800109863281,410.44000244140625,394.760009765625,395.1600036621094,394.9689025878906
